Periode;org_1;org_2;org_3;sto;order_id;trouble_no;ket_exclude;Wilsus
202604;AREA 1;SUMBAGSEL;JAMBI;SPN;AOi4260222115832367e3cbd0;INC48480715;;1
202604;AREA 1;SUMBAGTENG;BATAM;DGS;AOi426022310342585859a560;INC48480227;;0
202604;AREA 1;SUMBAGUT;CENTRAL MEDAN;LBP;AOk4260225103953256dec490;INC48479036;;0
202604;AREA 1;SUMBAGSEL;BENGKULU;PGA;AOi42602050421448435faa00;INC48476567;;1
202604;AREA 4;SULAWESI;PARE-PARE;SRK;AOi4260224092649203309300;INC48464119;;0
202604;AREA 3;JATIM;JEMBER;JER;AOs3260223080406074e37700;INC48458818;;0
202604;AREA 3;JATENG-DIY;MAGELANG;SWT;AOi4260224085331737c8d250;INC48454170;;0
202604;AREA 3;JATENG-DIY;SEMARANG;MKG;AOi4260220010428090a858a0;INC48452755;;0
202604;AREA 4;KALIMANTAN;PANGKALAN BUN;KTP;AOi4260220042110884bb5eb0;INC48451563;;0
202604;AREA 1;SUMBAGTENG;PEKANBARU;ARK;AOi426022512441194957cd10;INC48446911;;0
202604;AREA 1;SUMBAGUT;BANDA ACEH;SNA;AOi4260221035333435091860;INC48445003;;1
202604;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;KLD;PDAk42602231123471462eb480;INC48445046;;0
202604;AREA 4;MALUKU DAN PAPUA;AMBON;PAO;AOi4260219015056741f67790;INC48444891;;0
202604;AREA 4;KALIMANTAN;TARAKAN;TRD;AOi4260228030614707a3edc0;INC48442315;;0
202604;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi4260216122649493ac7800;INC48441970;;0
202604;AREA 3;JATENG-DIY;MAGELANG;MGE;AOi42602090256153077be8f0;INC48438370;;0
202604;AREA 4;MALUKU DAN PAPUA;JAYAPURA;SNI;AOi426022105301720344d200;INC48437990;;0
202604;AREA 3;JATIM;SURABAYA;RKT;AOi4260226111701813675130;INC48434939;;0
202604;AREA 1;SUMBAGSEL;PANGKAL PINANG;TJN;AOi42602190949284298e8d30;INC48432094;;0
202604;AREA 3;JATIM;SURABAYA;GBG;AOs3260226122214236ec7a20;INC48429034;;0
202604;AREA 3;JATIM;SURABAYA;WRP;AOi42602261153250050391e0;INC48428910;;1
202604;AREA 4;KALIMANTAN;PALANGKARAYA;PLK;AOi4260228111858905fe1460;INC48427523;;0
202604;AREA 2;JABAR;SOREANG;RCK;AOk42602271051540359a9930;INC48427482;;0
202604;AREA 3;BALI NUSRA;MATARAM;MTR;AOi42602200950082484fd530;INC48426263;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;BLC;AOi42602260404415721da4d0;INC48424800;;0
202604;AREA 1;SUMBAGSEL;PALEMBANG;KAG;AOi4260221031450351254b80;INC48422823;;1
202604;AREA 3;JATENG-DIY;SEMARANG;SMC;AOk42602261210173579704b0;INC48418964;;0
202604;AREA 4;KALIMANTAN;PANGKALAN BUN;KTP;AOi426022508575918279a160;INC48418960;;0
202604;AREA 2;EASTERN JABOTABEK;BEKASI;CNE;AOk4260222100732437862230;INC48414001;;0
202604;AREA 3;JATIM;SIDOARJO;TUN;AOi426022502530273141a8a0;INC48404008;;0
202604;AREA 3;JATENG-DIY;PEKALONGAN;RDD;AOi4260220095157732611e60;INC48401543;;0
202604;AREA 3;JATENG-DIY;PEKALONGAN;KDW;AOi42602210731326731f7800;INC48394658;;0
202604;AREA 4;SULAWESI;PALU;PLA;AOi4260220072215677260a70;INC48393411;;0
202604;AREA 4;SULAWESI;MANADO;MDO;AOi4260225052055154b24810;INC48389073;;0
202604;AREA 1;SUMBAGTENG;BATAM;BTC;AOi426022001290703718d2e0;INC48388092;;0
202604;AREA 3;BALI NUSRA;KUPANG;ATB;AOi426021712592736189bad0;INC48387133;;0
202604;AREA 3;JATENG-DIY;PEKALONGAN;PKL;AOi42602190252085404d6930;INC48386246;;0
202604;AREA 3;JATENG-DIY;PEKALONGAN;BMU;AOi4260223060811105982f40;INC48384729;;1
202604;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi4260227030353073c9dbf0;INC48383317;;0
202604;AREA 4;MALUKU DAN PAPUA;SORONG;SON;AOi4260219052340742281410;INC48383304;;0
202604;AREA 1;SUMBAGTENG;PEKANBARU;ARK;AOi42602180703147471c8710;INC48382786;;0
202604;AREA 4;KALIMANTAN;TARAKAN;TRD;PDAk4260224095501809b02fc0;INC48381700;;0
202604;AREA 3;BALI NUSRA;MATARAM;DMP;AOi4260220093416254ed5e20;INC48379994;;0
202604;AREA 3;JATIM;JEMBER;JGW;AOi4260223115220599b51dd0;INC48375920;;0
202604;AREA 4;KALIMANTAN;PANGKALAN BUN;PBU;AOi4260224090909747dee390;INC48375733;;0
202604;AREA 4;SULAWESI;MAKASSAR;MAT;AOi42602211100221589322c0;INC48374677;;0
202604;AREA 4;KALIMANTAN;PALANGKARAYA;PLK;AOi4260219023751780503ca0;INC48373602;;0
202604;AREA 4;KALIMANTAN;PALANGKARAYA;PPS;AOi4260221024448980538540;INC48373412;;0
202604;AREA 4;MALUKU DAN PAPUA;SORONG;SON;AOi42602201132028974d5f20;INC48372895;;0
202604;AREA 3;BALI NUSRA;FLORES;END;AOi4260222060736153147310;INC48370068;;0
202604;AREA 3;JATIM;SURABAYA;KLN;AOi42602251024267281126d0;INC48369725;;0
202604;AREA 1;SUMBAGTENG;PEKANBARU;PBB;AOi426022411395797257b3b0;INC48368357;;0
202604;AREA 4;KALIMANTAN;BALIKPAPAN;MLA;AOi426022311423948434b600;INC48367473;;0
202604;AREA 4;SULAWESI;PARE-PARE;PIN;AOi42602260204246233d5e80;INC48366754;;1
202604;AREA 4;MALUKU DAN PAPUA;TIMIKA;MRK;AOi42602270159139434259f0;INC48366371;;1
202604;AREA 1;SUMBAGUT;BANDA ACEH;DAR;AOi4260215084956249bd44b0;INC48364027;;0
202604;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;GAN;AOs32602191248052639e9a50;INC48361854;;0
202604;AREA 2;EASTERN JABOTABEK;BOGOR;CWI;AOi42602270442469896012b0;INC48361304;;0
202604;AREA 3;BALI NUSRA;FLORES;END;AOi4260220065229657142640;INC48358763;;0
202604;AREA 4;MALUKU DAN PAPUA;SORONG;SON;AOi4260219052340742281410;INC48357751;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;TJL;AOi12602230720383192b53f0;INC48357070;;0
202604;AREA 4;KALIMANTAN;BALIKPAPAN;KBG;AOi42602220915491866a49e0;INC48355891;;1
202604;AREA 1;SUMBAGUT;RANTAU PRAPAT;KPI;AOi4260223105632819a81a90;INC48351370;;1
202604;AREA 3;BALI NUSRA;MATARAM;BIM;AOi4260224085444422f4f850;INC48348047;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;KYG;AOk42602190844237816ce310;INC48343565;;0
202604;AREA 3;BALI NUSRA;MATARAM;TET;AOi426021707052374968eea0;INC48342755;;1
202604;AREA 4;KALIMANTAN;BALIKPAPAN;TGG;AOs3260219094815790897360;INC48340076;;0
202604;AREA 1;SUMBAGTENG;BUKIT TINGGI;UGD;AOi4260223020557263e2af90;INC48337485;;0
202604;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PND;AOi4260222045349582c11a60;INC48334659;;0
202604;AREA 3;JATIM;SURABAYA;DMO;AOi426021709413560551b170;INC48329838;;0
202604;AREA 1;SUMBAGSEL;BENGKULU;CRP;AOi4260216095214615952a30;INC48329510;;0
202604;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4260217100627982c9d180;INC48328468;;0
202604;AREA 3;JATIM;SURABAYA;DMO;AOi426022605555853758bc50;INC48326981;;0
202604;AREA 1;SUMBAGTENG;BATAM;BTC;AOi426022612080361575b2a0;INC48327257;;0
202604;AREA 3;JATENG-DIY;SEMARANG;MJE;AOi4260217015642865807180;INC48324598;;0
202604;AREA 2;EASTERN JABOTABEK;BOGOR;SKB;AOi42602260206101416eb120;INC48323536;;0
202604;AREA 2;JABAR;BANDUNG;RJW;AOs32602260714455833c57f0;INC48322100;;0
202604;AREA 4;KALIMANTAN;PONTIANAK;SAO;AOi42602240753314754dff50;INC48321218;;0
202604;AREA 2;JABAR;BANDUNG;CJR;AOi4260226014248332fbb5c0;INC48320796;;0
202604;AREA 3;BALI NUSRA;MATARAM;PRY;AOs32602170106188606be150;INC48319599;;0
202604;AREA 3;JATIM;SIDOARJO;PSN;AOi426022706174929726c6e0;INC48319595;;0
202604;AREA 4;KALIMANTAN;TARAKAN;MLN;AOk4260221062854817dde640;INC48319113;;0
202604;AREA 3;JATIM;SIDOARJO;TPO;AOi42602220631387302b92e0;INC48318217;;0
202604;AREA 3;BALI NUSRA;KUPANG;ATB;AOi42602181221011363c6110;INC48318261;;0
202604;AREA 3;BALI NUSRA;MATARAM;SEL;AOi4260217010558375f6c660;INC48317867;;0
202604;AREA 3;JATENG-DIY;SURAKARTA;KRT;AOi4260131055123400bca5a0;INC48316002;;0
202604;AREA 4;KALIMANTAN;PANGKALAN BUN;PBU;AOi4260224090909747dee390;INC48315822;;0
202604;AREA 3;JATENG-DIY;SEMARANG;SMT;AOi4260225032832650a56ce0;INC48314607;;0
202604;AREA 4;MALUKU DAN PAPUA;JAYAPURA;SNI;AOi4260217102551098f8fe10;INC48313808;;0
202604;AREA 2;JABAR;SOREANG;RCK;AOi4260217062210534ec2050;INC48311390;;0
202604;AREA 3;JATENG-DIY;MAGELANG;KAK;AOi426022109535712808f160;INC48311720;;0
202604;AREA 3;JATENG-DIY;SEMARANG;UNR;AOs32602190841399581cc3e0;INC48309963;;0
202604;AREA 1;SUMBAGUT;RANTAU PRAPAT;ANP;AOi4260220080302521b8bc00;INC48307183;;1
202604;AREA 3;JATIM;SURABAYA;KPS;AOi426022611310822743c2e0;INC48290456;;0
202604;AREA 3;JATENG-DIY;SEMARANG;SKR;AOi42602181133241616f0e20;INC48285784;;0
202604;AREA 4;KALIMANTAN;PALANGKARAYA;PRC;AOi4260221021235707bcdbe0;INC48280774;;1
202604;AREA 3;JATENG-DIY;MAGELANG;MGE;AOi426022310442928839a630;INC48280730;;1
202604;AREA 4;SULAWESI;MANADO;MDO;AOi42602160232155668bd830;INC48279890;;0
202604;AREA 1;SUMBAGUT;BANDA ACEH;BPD;AOi4260220080420072825350;INC48278581;;0
202604;AREA 4;KALIMANTAN;SAMARINDA;SBR;AOi4260218101642479840df0;INC48269223;;0
202604;AREA 2;JABAR;BANDUNG;BDK;AOi4260219041841240797620;INC48267704;;0
202604;AREA 3;JATIM;SURABAYA;PME;AOi4260220054437433388490;INC48267238;;0
202604;AREA 1;SUMBAGSEL;BENGKULU;AGR;AOi426021209311958821b770;INC48267021;;1
202604;AREA 3;BALI NUSRA;MATARAM;EMP;AOi4260221014148065a518b0;INC48265095;;1
202604;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;PYB;AOi42602230403195525340c0;INC48264315;;1
202604;AREA 4;KALIMANTAN;BALIKPAPAN;TGG;AOi4260225120507089cf0110;INC48263149;;0
202604;AREA 3;JATIM;SIDOARJO;TPO;AOi4260224042929735ce36a0;INC48262878;;0
202604;AREA 3;JATIM;SURABAYA;ARB;AOi4260222080211122d182b0;INC48262504;;1
202604;AREA 1;SUMBAGSEL;BENGKULU;CRP;AOi4260220085754518c3ae90;INC48261932;;0
202604;AREA 1;SUMBAGUT;RANTAU PRAPAT;RAP;AOi42602130813536471ac320;INC48261278;;0
202604;AREA 4;KALIMANTAN;PALANGKARAYA;PLK;AOi4260218082515476f69e90;INC48260318;;0
202604;AREA 1;SUMBAGTENG;BATAM;TPI;AOi42602210455125855a3010;INC48259297;;0
202604;AREA 3;BALI NUSRA;MATARAM;BIM;AOi4260227092948277a2acd0;INC48258783;;0
202604;AREA 4;SULAWESI;GORONTALO;GTL;AOi4260225100913122b59b50;INC48257050;;0
202604;AREA 1;SUMBAGTENG;PADANG;BDT;AOi4260218100633513daaba0;INC48257043;;0
202604;AREA 3;BALI NUSRA;KUPANG;WGP;AOi426022212375409828c2c0;INC48256836;;0
202604;AREA 1;SUMBAGTENG;PADANG;ULK;AOk4260221083029390c773a0;INC48256477;;0
202604;AREA 4;KALIMANTAN;BALIKPAPAN;SKU;AOi4260226092803551661d60;INC48255364;;1
202604;AREA 1;SUMBAGSEL;PALEMBANG;MEM;AOi42602160122495855fbb60;INC48255126;;1
202604;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi4260213063047260299950;INC48254909;;0
202604;AREA 1;SUMBAGUT;CENTRAL MEDAN;SPM;AOi426022603151041091a1d0;INC48254896;;0
202604;AREA 1;SUMBAGUT;WESTERN MEDAN;KSG;AOi42602110839487225a2c70;INC48254757;;0
202604;AREA 2;WESTERN JABOTABEK;TANGERANG;SRP;AOi42602160515217523375e0;INC48254547;;0
202604;AREA 2;JABAR;TASIKMALAYA;WNR;AOi42602191126569785c8be0;INC48253388;;0
202604;AREA 4;SULAWESI;BONE;SKG;AOi42602250923398845a6fb0;INC48250829;;0
202604;AREA 4;KALIMANTAN;TARAKAN;TRK;AOi4260221084602076e413a0;INC48249012;;0
202604;AREA 3;JATIM;JEMBER;BOW;AOi4260225092029298286a80;INC48246058;;0
202604;AREA 4;SULAWESI;PARE-PARE;PLP;AOk426022510045352516fd70;INC48245758;;0
202604;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4260225104017487a7b1f0;INC48245685;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;PGN;AOi4260211025026052cf27d0;INC48242811;;0
202604;AREA 2;EASTERN JABOTABEK;BEKASI;KRA;AOs32602210441064517384f0;INC48240968;;0
202604;AREA 4;SULAWESI;MAKASSAR;PKN;AOk426021409091310233e470;INC48238662;;0
202604;AREA 1;SUMBAGTENG;PADANG;LBY;AOi4260225083551170b4a5e0;INC48235818;;0
202604;AREA 1;SUMBAGUT;BANDA ACEH;SMM;AOi4260213085120560e3fe10;INC48235825;;0
202604;AREA 4;KALIMANTAN;PALANGKARAYA;KKP;AOi42602251229067546c0f90;INC48232443;;0
202604;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;PDK;AOi4260221034829192e08ce0;INC48231544;;0
202604;AREA 3;JATIM;JEMBER;KPP;AOi4260222084939970c84040;INC48231433;;1
202604;AREA 3;JATIM;SURABAYA;ARB;AOi4260220070802573054e00;INC48231026;;1
202604;AREA 3;JATIM;SURABAYA;KNN;AOi42602250706119001954f0;INC48229417;;0
202604;AREA 4;KALIMANTAN;BALIKPAPAN;SKU;AOi426022509383164884d3b0;INC48223813;;1
202604;AREA 3;JATENG-DIY;SURAKARTA;KLX;AOi4260219011041657be89d0;INC48222425;;0
202604;AREA 2;WESTERN JABOTABEK;SERANG;TGR;AOs326022003112216560eb20;INC48221199;;0
202604;AREA 2;CENTRAL JABOTABEK;NORTHERN JAKARTA;MKR;AOs3260226020050361f86590;INC48220566;;0
202604;AREA 3;BALI NUSRA;KUPANG;KPN;AOi4260221110959278acfef0;INC48220130;;0
202604;AREA 1;SUMBAGUT;BANDA ACEH;BIR;AOi4260216082102328feadd0;INC48219917;;0
202604;AREA 4;KALIMANTAN;TARAKAN;TRK;AOi42602211135183878aec80;INC48219084;;0
202604;AREA 1;SUMBAGSEL;LAMPUNG;TJK;AOi4260223052624707c51c40;INC48216561;;0
202604;AREA 2;JABAR;BANDUNG;BDK;AOi42602140201306226df480;INC48215592;;0
202604;AREA 2;JABAR;BANDUNG;BDK;AOs326022603201993360d200;INC48215893;;0
202604;AREA 2;JABAR;BANDUNG;BDK;AOi426022009551709334c3c0;INC48215779;;0
202604;AREA 4;KALIMANTAN;PONTIANAK;STA;AOi42602220533471665a6ef0;INC48215625;;0
202604;AREA 3;JATENG-DIY;YOGYAKARTA;PGR;AOi426022511422490497d490;INC48214404;;0
202604;AREA 2;EASTERN JABOTABEK;BOGOR;BOO;AOi42602281254230761d5e60;INC48213752;;0
202604;AREA 4;SULAWESI;PARE-PARE;PLP;AOk42602271008103026fec30;INC48213636;;0
202604;AREA 2;CENTRAL JABOTABEK;SOUTHERN JAKARTA;GBC;AOk4260227120446380dadab0;INC48209673;;0
202604;AREA 2;WESTERN JABOTABEK;SERANG;CKA;AOi4260215032602296e89ad0;INC48209496;;0
202604;AREA 4;SULAWESI;PALU;LWU;AOi4260225083659641709ba0;INC48209359;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;KDG;AOk4260223104402830e6ed40;INC48209293;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;BLC;AOi426021808121763732f970;INC48207181;;0
202604;AREA 1;SUMBAGTENG;PADANG;SIE;AOi42602120855211475559b0;INC48207381;;1
202604;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi126021806504541108c1d0;INC48206689;;0
202604;AREA 1;SUMBAGTENG;PADANG;ALH;AOi426021605162774538a7f0;INC48204480;;0
202604;AREA 3;JATIM;SURABAYA;MGO;AOi4260215094517285f5e700;INC48197920;;0
202604;AREA 4;SULAWESI;MAKASSAR;MAT;AOi42602150127298438361e0;INC48197090;;0
202604;AREA 2;JABAR;BANDUNG;DGO;AOi4260223103214930e0b4a0;INC48190101;;0
202604;AREA 2;JABAR;TASIKMALAYA;PAX;AOi4260222095407242054d70;INC48188830;;0
202604;AREA 3;JATIM;SURABAYA;KRP;AOi42602211226305928cad40;INC48187777;;0
202604;AREA 3;JATIM;MADIUN;SLH;AOi42602120318291342b2200;INC48184816;;0
202604;AREA 3;BALI NUSRA;MATARAM;MTR;AOi4260217054222654726e00;INC48182686;;0
202604;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4260215111637022dbb890;INC48180677;;0
202604;AREA 1;SUMBAGUT;WESTERN MEDAN;LGS;AOi426021104350276511deb0;INC48177406;;0
202604;AREA 4;KALIMANTAN;PONTIANAK;SRY;AOk42602251257235478aa1d0;INC48175235;;0
202604;AREA 4;SULAWESI;MAKASSAR;BAR;AOi42602201026208320b0ce0;INC48174814;;0
202604;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4260217103948987f7df90;INC48173066;;0
202604;AREA 3;JATENG-DIY;SURAKARTA;MSO;AOi4260218012452576671920;INC48172074;;0
202604;AREA 3;BALI NUSRA;KUPANG;KPN;AOi4260209102005716647160;INC48171374;;0
202604;AREA 3;JATENG-DIY;SURAKARTA;CEP;AOi4260213100831241447aa0;INC48171075;;0
202604;AREA 1;SUMBAGUT;CENTRAL MEDAN;BLW;AOi4260219025718976bc8df0;INC48169990;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;MTP;AOi4260218115417949679950;INC48169943;;0
202604;AREA 3;JATENG-DIY;SEMARANG;SKR;AOi4260212112057711adaee0;INC48170197;;0
202604;AREA 4;KALIMANTAN;BANJARMASIN;BBR;AOi4260214123542086402860;INC48169421;;0
