Periode;tsel_area;tsel_regional;tsel_branch;sto;reference_for_counting;reason_of_reference;Duration_Hours;SLA_Status
202605;AREA 3;JATIM;SURABAYA;MYR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);4,03;Comply
202605;AREA 3;BALINUSRA;DENPASAR;SMY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MALANG;BRG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);4,89;Comply
202605;AREA 3;JATIM;SIDOARJO;TPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;KUT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;MYR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,26;Comply
202605;AREA 3;JATENG;YOGYAKARTA;GOD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;MMN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;DMO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;UBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);4,26;Comply
202605;AREA 3;JATIM;LAMONGAN;GSK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);4,46;Comply
202605;AREA 3;JATIM;SURABAYA;MYR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,62;Comply
202605;AREA 3;JATIM;MADIUN;PAE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;MJP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;TNS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,77;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;JBR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;DMO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;JGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;BBA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;CRB;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;NSD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);4,31;Comply
202605;AREA 3;BALINUSRA;DENPASAR;BNO;Created;tanggal_manja & date_pi_startwork kosong → pakai datecreated (durasi negatif di-clamp ke 0 = Comply);10,56;Comply
202605;AREA 3;JATENG;YOGYAKARTA;PGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;MJP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;IJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;PI;tanggal_manja kosong → pakai date_pi_startwork (durasi negatif di-clamp ke 0 = Comply);3,46;Comply
202605;AREA 3;JATIM;MALANG;TMP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);4,67;Comply
202605;AREA 3;JATIM;JEMBER;JER;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;YOGYAKARTA;KEN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;MATARAM;TET;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;PME;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;YOGYAKARTA;KBU;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,52;Comply
202605;AREA 3;BALINUSRA;DENPASAR;UBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);12,59;Comply
202605;AREA 3;BALINUSRA;DENPASAR;UBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,72;Comply
202605;AREA 3;JATIM;LAMONGAN;TNZ;PI;tanggal_manja kosong → pakai date_pi_startwork (durasi negatif di-clamp ke 0 = Comply);7,43;Comply
202605;AREA 3;JATIM;MADIUN;KDI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;UBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;BTR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,77;Comply
202605;AREA 3;JATIM;SURABAYA;KLN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;SKR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;IJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,72;Comply
202605;AREA 3;JATIM;SURABAYA;DMO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;RKT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,83;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KNN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GEM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);8,56;Comply
202605;AREA 3;JATIM;LAMONGAN;BBE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,55;Comply
202605;AREA 3;BALINUSRA;DENPASAR;JBR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;NWI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KRP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;GBG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;YOGYAKARTA;PGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;SKR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;BOJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);2,60;Comply
202605;AREA 3;JATIM;SURABAYA;MYR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);9,27;Comply
202605;AREA 3;JATENG;SURAKARTA;KRT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;SDY;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;KBS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;TBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;PNG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SURAKARTA;SRG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,84;Comply
202605;AREA 3;JATENG;SEMARANG;DMA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;KDI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MALANG;SGS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GEM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;PAD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GEM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;TNZ;PI;tanggal_manja kosong → pakai date_pi_startwork (durasi negatif di-clamp ke 0 = Comply);1,65;Comply
202605;AREA 3;JATIM;MADIUN;LOG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,61;Comply
202605;AREA 3;JATIM;SURABAYA;IJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GEM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;TPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,79;Comply
202605;AREA 3;JATIM;SURABAYA;DMO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;KAK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,77;Comply
202605;AREA 3;JATENG;SEMARANG;ABR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;ABL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;RKT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;RGL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;PAT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;MJP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KJR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GDA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;UNR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SURAKARTA;DLG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,82;Comply
202605;AREA 3;JATIM;SIDOARJO;SPJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;MYR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;SDA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GRA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;PRN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;MJP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MALANG;SGS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;JGR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GDA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;PSN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,76;Comply
202605;AREA 3;BALINUSRA;KUPANG;TNA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;PEC;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,61;Comply
202605;AREA 3;JATENG;SEMARANG;MKG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;SIT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;MRT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,43;Comply
202605;AREA 3;JATENG;YOGYAKARTA;KEN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;MGO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;PBL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;SWI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);17,89;Comply
202605;AREA 3;JATENG;PURWOKERTO;CLO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;PBL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KNN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SURAKARTA;WRO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,89;Comply
202605;AREA 3;JATIM;MADIUN;CRB;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;MGE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;MGE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;GDA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,43;Comply
202605;AREA 3;JATIM;SIDOARJO;WRU;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;BJN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;BALINUSRA;DENPASAR;TOP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);4,66;Comply
202605;AREA 3;JATENG;PEKALONGAN;BLU;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SURAKARTA;KLX;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;PRN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SURAKARTA;GLD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);22,74;Comply
202605;AREA 3;JATIM;MADIUN;NJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);6,02;Comply
202605;AREA 3;JATENG;MAGELANG;KBM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;BWE;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;KDI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;KTW;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;WLR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);21,48;Comply
202605;AREA 3;JATENG;SURAKARTA;GLD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);24,71;Not Comply
202605;AREA 3;JATENG;SURAKARTA;DLG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;SDA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;MRR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;MGO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);7,38;Comply
202605;AREA 3;JATIM;SURABAYA;MYR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);3,79;Comply
202605;AREA 3;JATIM;LAMONGAN;BDG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;PWJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;TGU;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;PTN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;MAGELANG;TEM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;BOW;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;PRI;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);28,07;Not Comply
202605;AREA 3;JATENG;SURAKARTA;GLD;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,68;Comply
202605;AREA 3;JATIM;SIDOARJO;SPJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SURAKARTA;SRG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);22,52;Comply
202605;AREA 3;JATENG;SEMARANG;UNR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,90;Comply
202605;AREA 3;JATIM;SIDOARJO;GDA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);3,30;Comply
202605;AREA 3;JATIM;SURABAYA;KJR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;KDL;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;GBG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);3,42;Comply
202605;AREA 3;JATIM;JEMBER;PTN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;GBG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);3,40;Comply
202605;AREA 3;JATIM;SIDOARJO;TPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;KPS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,21;Comply
202605;AREA 3;JATIM;MADIUN;WRJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);19,22;Comply
202605;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;MYR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);2,94;Comply
202605;AREA 3;JATENG;SURAKARTA;KAR;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;YOGYAKARTA;WTS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;RBN;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;LAMONGAN;TNZ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;TPO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;SDA;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;TNS;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;IJK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATENG;SEMARANG;BMK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SIDOARJO;JOM;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);1,26;Comply
202605;AREA 3;JATENG;SURAKARTA;MSO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;JEMBER;LMJ;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;MGO;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;SURABAYA;SMP;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);30,77;Not Comply
202605;AREA 3;JATENG;SEMARANG;BMK;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);5,80;Comply
202605;AREA 3;JATENG;PEKALONGAN;PBG;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
202605;AREA 3;JATIM;MADIUN;MJT;Manja;tanggal_manja tersedia (durasi negatif di-clamp ke 0 = Comply);0,00;Comply
