Periode;org_1;org_2;org_3;sto;order_id;trouble_no;ket_exclude;Wilsus
202602;AREA 1;SUMBAGUT;RANTAU PRAPAT;TJB;AOi4251127054843147374f20;INC44288542;;0
202602;AREA 1;SUMBAGUT;RANTAU PRAPAT;TJB;AOi4251201041203277b1e750;INC44443465;;0
202602;AREA 1;SUMBAGUT;RANTAU PRAPAT;TJB;PDAk4251205091057036205670;INC44145508;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MND;AOi4251213123227696ef9e30;INC44053813;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;SIG;AOk42512220249244470ff780;INC45866425;;0
202602;AREA 1;SUMBAGUT;WESTERN MEDAN;MKL;AOi4251227084146040359b00;INC44581290;;0
202602;AREA 1;SUMBAGUT;WESTERN MEDAN;MKL;AOi4251123013913398904890;INC45300280;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi4251203082257709225870;INC45232175;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOk4251212025732975864340;INC44928279;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512200550464391a2130;INC45034245;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;PDAk42512210532584993db190;INC44284515;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512140828353492b49e0;INC46299804;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512100911078877b8a30;INC45654740;;0
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;JBS;AOi4251203021810733f005e0;INC43406996;;1
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;JBS;AOi4251201060906997b744a0;INC43468861;;1
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;JBS;AOi4251205110516744fef5d0;INC44493141;;1
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;JBS;AOi4251214035005584e82290;INC44299822;;1
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;KBO;AOi42512171022218810cdec0;INC45982985;;1
202602;AREA 1;SUMBAGSEL;BENGKULU;BTH;AOi42512071233195652cb2e0;INC44919491;;1
202602;AREA 1;SUMBAGSEL;BENGKULU;BTH;AOi4251127042208960d97e90;INC45841815;;1
202602;AREA 1;SUMBAGSEL;BENGKULU;BTH;AOi4251205113325903943d30;INC44917572;;1
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512140828353492b49e0;INC46205766;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi4251205020835070b7bd20;INC45785789;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512251011217541ff820;INC45135237;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512201204318338c7120;INC44322982;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512191242244913d5b40;INC44890088;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi425121012174368305c0e0;INC44882107;;0
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;KBO;AOi4251226015137668422d30;INC44481257;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOk42512011135531574d14b0;INC44665501;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi4251217085103167953760;INC44307937;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi4251217085103167953760;INC45501860;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi42512210117098389e1410;INC44513604;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;PDAk4251121090906828790200;INC43270426;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi42512120732590285285a0;INC45442815;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi42512120732590285285a0;INC45512377;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOk425120804534985919f390;INC43656002;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;PDP;AOi425120809594532154c0a0;INC44460236;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;BSK;AOi4251212012724415f26910;INC44224242;;0
202602;AREA 1;SUMBAGTENG;DUMAI;BAS;AOi42512231033229403000b0;INC45017939;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BTH;AOi425120108055125969f5c0;INC43579084;;0
202602;AREA 1;SUMBAGUT;WESTERN MEDAN;STB;AOi1251210100731494bab9e0;INC45699680;;0
202602;AREA 1;SUMBAGUT;WESTERN MEDAN;STB;AOi42511230324173439f70a0;INC45038723;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DUM;AOi4251225060100837113520;INC46116442;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DUM;AOi4251206105738657da3460;INC44639328;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DUM;AOi425120107153481451a320;INC45643124;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;LOA;AOi42512180426506852d37f0;INC45735521;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;MUA;AOs325112912465622298f400;INC44077183;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TTG;AOi4251210104605641153490;INC44710795;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TTG;AOi42512181218130190e8030;INC45399667;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TTG;AOi4251216103842307c91cd0;INC45397278;;0
202602;AREA 1;SUMBAGTENG;PADANG;ALH;AOi4251217035820335ed6c30;INC44256850;;0
202602;AREA 1;SUMBAGTENG;PADANG;ALH;AOi42512160234426564966d0;INC44131946;;0
202602;AREA 1;SUMBAGTENG;PADANG;ALH;AOi4251224100654565f69ed0;INC44366946;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;AMK;AOi42512040700441984626f0;INC43445477;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;AMK;AOi4251222021757412299810;INC45881504;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;AMK;AOi42612290933559614c5820;INC44540072;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;AMK;AOi42511280259116657e4580;INC44269077;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;AMK;AOi42510240906539434f1ee0;INC45695530;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;TTN;AOi4251208063102964738820;INC44162689;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DRI;AOi42512100408052495b74e0;INC45069241;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DRI;AOi42512220137175912c8b60;INC46710781;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DRI;AOi42512220137175912c8b60;INC46700779;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42512060707504847f0a50;INC43915016;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;PDAk42512101156336261b8e50;INC45553196;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251209053105760a800a0;INC45157849;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251219051339847f20780;INC45582644;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251219051339847f20780;INC46225747;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42612290159101081855a0;INC46689423;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;PDAk425121306423715318a1a0;INC44238908;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251209035326527465720;INC45143607;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi425121512452040569f950;INC46143607;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;PRT;AOi4251226102306102952800;INC46580192;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;PRT;AOi426123102514151493a650;INC45384987;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;PRT;AOi42512220749309153d2f90;INC44557223;;0
202602;AREA 1;SUMBAGTENG;PADANG;LIM;AOi4251207012757949b10410;INC45705323;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MND;AOi4251207125132191f53770;INC43782786;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MND;AOi42512070751470665f43e0;INC43708287;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MND;AOi4251225074620847f08660;INC44756920;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MND;AOi4251215112811730e30f70;INC43912675;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251218074612296591060;INC45837758;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251227081748818104020;INC46709436;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251211120936626a9e230;INC43946350;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251209085643688033d20;INC45230285;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251206045418105006610;INC45937353;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi1251210074455741f9de20;INC45751778;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42512020647280792fa870;INC45410111;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PTI;AOi4251223093215717906fb0;INC46219101;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi42512261054560028c1210;INC46432642;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MND;AOi4251215020558911781ae0;INC44792054;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;SIG;AOk42512220249244470ff780;INC44627758;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;LHT;AOi4251218010143058dbe9f0;INC46128594;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;LHT;AOi425120312041586106fa90;INC43561855;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;LHT;AOk4251219020410191ce1180;INC44985569;;0
202602;AREA 1;SUMBAGUT;WESTERN MEDAN;MKL;AOi4251123013913398904890;INC46099185;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi4251223012519089a90960;INC46547135;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512130209380094c1220;INC43969611;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi42512250746526688a4190;INC46470026;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi42512070956081397c3d50;INC45798103;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi4261230085957498036920;INC46383983;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi425122304143246763bfa0;INC45767773;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi4251220025747885f7c000;INC46254282;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi4251221011248931990d10;INC46287610;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;TJR;AOi42512170959410323e1340;INC45694797;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PBB;PDAk42512150912167518c1cd0;INC45106440;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi4261230081853765ed49d0;INC46130832;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512171003005737c6280;INC44921579;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512130209380094c1220;INC44595116;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi425121202412565844dfc0;INC45075835;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOk42512170116055447001e0;INC44270959;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;PDAk425120702072215641ce20;INC43793908;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOk4251208023947204db3770;INC46024630;;0
202602;AREA 1;SUMBAGTENG;BATAM;LBJ;AOi42512011241254599ff9e0;INC43567786;;0
202602;AREA 1;SUMBAGUT;PEMATANG SIANTAR;IDA;AOi4251214091113819b3b2b0;INC44072778;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PBB;AOi4251217093841945a42610;INC46066165;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PBB;PDAk4251213115355804a2c1f0;INC45920089;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PBB;AOi42512200940159600b8db0;INC44260308;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PBB;AOi4251217093841945a42610;INC45791661;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;KFR;AOi42512220236079122e8020;INC44210197;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;KFR;AOi42511270811439424cef50;INC44200962;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;KFR;AOi425122209370126115de60;INC46508666;;0
202602;AREA 1;SUMBAGSEL;JAMBI;PAP;AOi4251209081833610bf2220;INC45199918;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi4251217085103167953760;INC44377789;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi4251218094517533fd3590;INC44576117;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi4251217085103167953760;INC44195004;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BNC;AOi4251218094517533fd3590;INC45246349;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;BSK;AOi4251215073742277b7cf50;INC44898334;;0
202602;AREA 1;SUMBAGSEL;PALEMBANG;UNT;AOi42512070853238643872b0;INC45467981;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;BTH;AOi4251210064800057d5c7f0;INC44795672;;0
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;SLT;AOk4251211095837429243cd0;INC44766760;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DUM;AOi4251212115609116520e20;INC44097928;;0
202602;AREA 1;SUMBAGSEL;JAMBI;PAP;AOi425122508104913128e010;INC45479974;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi42512190525285591ae910;INC45608823;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi426122803392462905c060;INC46535406;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251218085537513729600;INC44869773;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi425122206271985379f370;INC45989949;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4261230100532010547e60;INC45650782;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251209083732231007710;INC45929636;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251211024157425f50e30;INC45193585;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;AMK;AOi4251204110251474fdf7d0;INC44179361;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;KDT;AOk425121109365642629dfe0;INC45309539;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;KDT;AOi4251217122202727759180;INC45305761;;0
202602;AREA 1;SUMBAGTENG;DUMAI;DRI;AOi4251213041322284c58de0;INC45291110;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi42512170132490327c42d0;INC44232255;;0
202602;AREA 1;SUMBAGTENG;BATAM;SLU;AOi4251205074908952b14970;INC44399414;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PBB;AOi42512010739409821c8d40;INC45716989;;0
202602;AREA 1;SUMBAGSEL;JAMBI;PAP;AOi4251217011237243aac8f0;INC43985866;;0
202602;AREA 1;SUMBAGSEL;JAMBI;PAP;AOi4261229090140326326bd0;INC46722365;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi42512250133230573e7af0;INC45182025;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251222085918763d36d30;INC45651599;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251226075209587141730;INC45316193;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi42512090948303354918f0;INC45674703;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251205012452312ac44c0;INC44271351;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi42512171029103706b0420;INC46360727;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251217050144606fe8730;INC45653065;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251221045837748bd46f0;INC46507970;;0
202602;AREA 1;SUMBAGSEL;JAMBI;PAP;AOi4251129025628508b00dd0;INC43354509;;0
202602;AREA 1;SUMBAGSEL;JAMBI;PAP;AOk4251210105444970c4e200;INC45715651;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251222081151289ef59d0;INC46417524;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi42512231236276422d9f90;INC45498173;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251217110356655fc59b0;INC45395093;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOb0251208041744732b91cf0;INC43755046;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251227023338524a72c40;INC45349917;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;TBK;AOs32512050804219253c0320;INC45021558;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi4251216091054124f47d00;INC45513553;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;CTD;AOi4251221121200733a386f0;INC46412221;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;TBK;AOs32512050804219253c0320;INC45021705;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi42512260301379910506c0;INC45008129;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi42512210845365741d7540;INC45722081;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi4251209092043739857020;INC43910306;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi4251126095257257edbe80;INC45056380;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;KPH;AOi42512220122293986cd7d0;INC46626874;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;KPH;AOi4251203024611038481410;INC44254947;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;KPH;AOi425112605070712399e930;INC45060197;;0
202602;AREA 1;SUMBAGSEL;BENGKULU;KPH;AOi4251211022923735442360;INC45381058;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi4251208072246982f15f00;INC44962595;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi4251216091054124f47d00;INC44229509;;0
202602;AREA 1;SUMBAGSEL;LAMPUNG;BKM;AOi4251203045304294c68b40;INC44191337;;0
202602;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi4251202051336298a9e970;INC43650186;;0
202602;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi4251215030507095567e50;INC45154092;;0
202602;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi4251209095629281d0f1f0;INC44592863;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PKR;AOi4251220062432524855c10;INC46121427;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOk4251220095126994882d00;INC45309794;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;PDB;AOi4251224020601288820300;INC46593367;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;PDB;PDAk4251221010552809207a40;INC44366893;;0
202602;AREA 1;SUMBAGUT;RANTAU PRAPAT;NGB;AOi42512081014517924c0e70;INC45449066;;0
202602;AREA 1;SUMBAGSEL;PALEMBANG;PBM;AOi42512090452257917cdda0;INC44993774;;0
202602;AREA 1;SUMBAGTENG;PEKANBARU;PKR;AOi42512100108103536802f0;INC44940124;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOi4251203075046614c6d6d0;INC45877101;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOi4251201071919969cc02d0;INC44415341;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;PDAk4251222090303678a6fae0;INC46062447;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOi4251218062734945de7b70;INC45346464;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;AOi1251215073428938d8acc0;INC45720829;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PYK;PDAk4251222090303678a6fae0;INC44398100;;0
202602;AREA 1;SUMBAGSEL;PANGKAL PINANG;MTK;AOi42612290426272447d5a00;INC46769375;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;PDB;AOi4251225015641920ec0790;INC44698555;;0
202602;AREA 1;SUMBAGUT;CENTRAL MEDAN;PDB;AOk42512171146130247092b0;INC46178693;;0
202602;AREA 1;SUMBAGTENG;PADANG;KJI;AOi4251223075023156372cf0;INC46483886;;0
202602;AREA 1;SUMBAGTENG;PADANG;KJI;AOk425121111415278349c9a0;INC45515801;;0
202602;AREA 1;SUMBAGTENG;PADANG;KJI;AOi4251209041427577a8c960;INC44345131;;0
202602;AREA 1;SUMBAGTENG;PADANG;SUR;AOi42511240845416628ba9a0;INC43782697;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MBN;AOi4251225125859181e2a250;INC45255642;;0
202602;AREA 1;SUMBAGSEL;JAMBI;MBN;AOi425122004343219600f270;INC45747642;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi4251227115856356b059c0;INC45310528;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOk425121310435309643d480;INC44016023;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi425121712133452300cdd0;INC45843740;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi4251218062429355b095a0;INC44473283;;0
202602;AREA 1;SUMBAGUT;BANDA ACEH;MBO;AOi4251222094417325783190;INC44521765;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;LBB;AOi42512261104553701b1b00;INC46357207;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;LBB;AOi4251222030728927c4e5f0;INC46292795;;0
202602;AREA 1;SUMBAGSEL;JAMBI;KOA;AOi425120403032659936e7a0;INC43634295;;0
202602;AREA 1;SUMBAGSEL;JAMBI;KOA;AOi4251204073353930ff2630;INC43966487;;0
202602;AREA 1;SUMBAGSEL;JAMBI;KOA;AOi425120403032659936e7a0;INC43767801;;0
202602;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOi4251217122438682bf8750;INC44688575;;0
202602;AREA 1;SUMBAGUT;WESTERN MEDAN;LSM;AOi4251227110537562a7eaa0;INC46144001;;0
202602;AREA 1;SUMBAGTENG;BUKIT TINGGI;PDJ;AOs3251225075928015eff2c0;INC45652320;;0
202602;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOk4251212023524582070470;INC46247976;;0
202602;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42512090120451485e3110;INC46065962;;0
202602;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42512090120451485e3110;INC44952382;;0
202602;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi4251214105550689bf9c40;INC46226561;;0
202602;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi42512180435302774371c0;INC45197602;;0
202602;AREA 1;SUMBAGUT;PADANG SIDEMPUAN;SBG;AOi425122105355980940fd30;INC44324547;;0
